x,y1,y2,y3
1.0,0.9810964083175804,0.017889087656529516,0.044059753954305794
2.0,0.9810606060606061,0.017921146953405017,0.04408450704225352
3.0,0.9810246679316889,0.017953321364452424,0.044109347442680774
4.0,0.9809885931558935,0.017985611510791366,0.04413427561837456
5.0,0.9809523809523809,0.018018018018018018,0.04415929203539823
6.0,0.9809160305343512,0.018050541516245487,0.044184397163120566
7.0,0.9808795411089866,0.018083182640144666,0.044209591474245115
8.0,0.9808429118773946,0.018115942028985508,0.04423487544483985
9.0,0.980806142034549,0.018148820326678767,0.0442602495543672
10.0,0.9807692307692307,0.01818181818181818,0.04428571428571428
11.0,0.9807321772639692,0.018214936247723135,0.04431127012522361
12.0,0.9806949806949807,0.01824817518248175,0.04433691756272401
13.0,0.9806576402321083,0.018281535648994516,0.04436265709156194
14.0,0.9806201550387597,0.018315018315018316,0.04438848920863309
15.0,0.9805825242718447,0.01834862385321101,0.04441441441441441
16.0,0.980544747081712,0.01838235294117647,0.044440433212996386
17.0,0.9805068226120858,0.01841620626151013,0.04446654611211573
18.0,0.98046875,0.01845018450184502,0.04449275362318841
19.0,0.9804305283757339,0.018484288354898338,0.04451905626134301
20.0,0.9803921568627451,0.018518518518518517,0.04454545454545454
21.0,0.9803536345776032,0.01855287569573284,0.044571948998178505
22.0,0.9803149606299213,0.01858736059479554,0.044598540145985396
23.0,0.980276134122288,0.0186219739292365,0.04462522851919561
24.0,0.9802371541501976,0.018656716417910446,0.044652014652014654
25.0,0.9801980198019802,0.018691588785046728,0.04467889908256881
26.0,0.9801587301587301,0.018726591760299626,0.04470588235294118
27.0,0.9801192842942346,0.01876172607879925,0.044732965009208106
28.0,0.9800796812749004,0.018796992481203006,0.044760147601476015
29.0,0.9800399201596807,0.018832391713747645,0.04478743068391867
30.0,0.98,0.018867924528301886,0.044814814814814814
31.0,0.9799599198396793,0.01890359168241966,0.04484230055658627
32.0,0.9799196787148594,0.01893939393939394,0.04486988847583643
33.0,0.9798792756539235,0.018975332068311195,0.044897579143389196
34.0,0.9798387096774194,0.019011406844106463,0.04492537313432836
35.0,0.9797979797979798,0.01904761904761905,0.04495327102803738
36.0,0.979757085020243,0.019083969465648856,0.0449812734082397
37.0,0.9797160243407708,0.019120458891013385,0.0450093808630394
38.0,0.9796747967479675,0.019157088122605363,0.045037593984962404
39.0,0.9796334012219959,0.019193857965451054,0.04506591337099811
40.0,0.9795918367346939,0.019230769230769232,0.045094339622641505
41.0,0.9795501022494888,0.019267822736030827,0.045122873345935725
42.0,0.9795081967213115,0.019305019305019305,0.04515151515151515
43.0,0.9794661190965093,0.019342359767891684,0.04518026565464896
44.0,0.9794238683127572,0.01937984496124031,0.04520912547528517
45.0,0.979381443298969,0.019417475728155338,0.04523809523809524
46.0,0.9793388429752066,0.019455252918287938,0.04526717557251908
47.0,0.979296066252588,0.01949317738791423,0.04529636711281071
48.0,0.979253112033195,0.01953125,0.04532567049808429
49.0,0.9792099792099792,0.019569471624266144,0.04535508637236084
50.0,0.9791666666666666,0.0196078431372549,0.045384615384615384
51.0,0.9791231732776617,0.019646365422396856,0.04541425818882466
52.0,0.9790794979079498,0.01968503937007874,0.04544401544401544
53.0,0.9790356394129979,0.01972386587771203,0.045473887814313343
54.0,0.9789915966386554,0.019762845849802372,0.04550387596899225
55.0,0.9789473684210527,0.019801980198019802,0.04553398058252427
56.0,0.9789029535864979,0.01984126984126984,0.04556420233463035
57.0,0.9788583509513742,0.019880715705765408,0.04559454191033138
58.0,0.978813559322034,0.0199203187250996,0.045625
59.0,0.9787685774946921,0.01996007984031936,0.045655577299412914
60.0,0.9787234042553191,0.02,0.04568627450980392
61.0,0.9786780383795309,0.02004008016032064,0.045717092337917486
62.0,0.9786324786324786,0.020080321285140562,0.04574803149606299
63.0,0.9785867237687366,0.02012072434607646,0.04577909270216962
64.0,0.9785407725321889,0.020161290322580645,0.045810276679841895
65.0,0.978494623655914,0.020202020202020204,0.04584158415841584
66.0,0.978448275862069,0.020242914979757085,0.04587301587301587
67.0,0.978401727861771,0.02028397565922921,0.04590457256461232
68.0,0.9783549783549783,0.02032520325203252,0.04593625498007968
69.0,0.9783080260303688,0.020366598778004074,0.04596806387225549
70.0,0.9782608695652174,0.02040816326530612,0.046
71.0,0.9782135076252724,0.02044989775051125,0.046032064128256514
72.0,0.9781659388646288,0.020491803278688523,0.04606425702811245
73.0,0.9781181619256017,0.02053388090349076,0.04609657947686117
74.0,0.9780701754385965,0.0205761316872428,0.046129032258064515
75.0,0.978021978021978,0.020618556701030927,0.04616161616161616
76.0,0.9779735682819384,0.02066115702479339,0.04619433198380567
77.0,0.977924944812362,0.020703933747412008,0.046227180527383366
78.0,0.9778761061946902,0.02074688796680498,0.04626016260162602
79.0,0.9778270509977827,0.02079002079002079,0.04629327902240325
80.0,0.9777777777777777,0.020833333333333332,0.0463265306122449
81.0,0.977728285077951,0.020876826722338204,0.046359918200408995
82.0,0.9776785714285714,0.02092050209205021,0.04639344262295082
83.0,0.9776286353467561,0.020964360587002098,0.04642710472279261
84.0,0.9775784753363229,0.02100840336134454,0.04646090534979424
85.0,0.9775280898876404,0.021052631578947368,0.04649484536082474
86.0,0.9774774774774775,0.02109704641350211,0.04652892561983471
87.0,0.9774266365688488,0.021141649048625793,0.04656314699792961
88.0,0.9773755656108597,0.0211864406779661,0.04659751037344398
89.0,0.9773242630385488,0.021231422505307854,0.04663201663201663
90.0,0.9772727272727273,0.02127659574468085,0.04666666666666666
91.0,0.9772209567198178,0.021321961620469083,0.04670146137787056
92.0,0.9771689497716896,0.021367521367521368,0.04673640167364017
93.0,0.977116704805492,0.021413276231263382,0.04677148846960168
94.0,0.9770642201834863,0.02145922746781116,0.046806722689075625
95.0,0.9770114942528736,0.021505376344086023,0.04684210526315789
96.0,0.9769585253456221,0.021551724137931036,0.04687763713080169
97.0,0.976905311778291,0.02159827213822894,0.04691331923890063
98.0,0.9768518518518519,0.021645021645021644,0.04694915254237288
99.0,0.9767981438515081,0.021691973969631236,0.04698513800424628
100.0,0.9767441860465116,0.021739130434782608,0.04702127659574468
101.0,0.9766899766899767,0.02178649237472767,0.047057569296375265
102.0,0.9766355140186916,0.021834061135371178,0.047094017094017095
103.0,0.9765807962529274,0.02188183807439825,0.04713062098501071
104.0,0.9765258215962441,0.021929824561403508,0.047167381974248926
105.0,0.9764705882352941,0.02197802197802198,0.047204301075268816
106.0,0.9764150943396226,0.022026431718061675,0.047241379310344826
107.0,0.9763593380614657,0.02207505518763797,0.04727861771058316
108.0,0.976303317535545,0.022123893805309734,0.04731601731601731
109.0,0.9762470308788599,0.022172949002217297,0.047353579175704985
110.0,0.9761904761904762,0.022222222222222223,0.04739130434782608
111.0,0.9761336515513126,0.022271714922048998,0.04742919389978213
112.0,0.9760765550239234,0.022321428571428572,0.04746724890829694
113.0,0.9760191846522782,0.02237136465324385,0.0475054704595186
114.0,0.9759615384615384,0.02242152466367713,0.047543859649122805
115.0,0.9759036144578314,0.02247191011235955,0.04758241758241758
116.0,0.9758454106280193,0.02252252252252252,0.047621145374449336
117.0,0.9757869249394673,0.022573363431151242,0.047660044150110374
118.0,0.9757281553398058,0.02262443438914027,0.047699115044247786
119.0,0.975669099756691,0.022675736961451247,0.047738359201773835
120.0,0.975609756097561,0.022727272727272728,0.04777777777777778
121.0,0.9755501222493888,0.022779043280182234,0.0478173719376392
122.0,0.9754901960784313,0.0228310502283105,0.047857142857142855
123.0,0.9754299754299754,0.02288329519450801,0.04789709172259508
124.0,0.9753694581280788,0.022935779816513763,0.0479372197309417
125.0,0.9753086419753086,0.022988505747126436,0.047977528089887644
126.0,0.9752475247524752,0.02304147465437788,0.04801801801801801
127.0,0.9751861042183623,0.023094688221709007,0.04805869074492099
128.0,0.9751243781094527,0.023148148148148147,0.04809954751131222
129.0,0.9750623441396509,0.02320185614849188,0.048140589569160994
130.0,0.975,0.023255813953488372,0.04818181818181818
131.0,0.974937343358396,0.023310023310023312,0.04822323462414578
132.0,0.9748743718592965,0.02336448598130841,0.0482648401826484
133.0,0.9748110831234257,0.0234192037470726,0.0483066361556064
134.0,0.9747474747474747,0.023474178403755867,0.04834862385321101
135.0,0.9746835443037974,0.023529411764705882,0.04839080459770115
136.0,0.9746192893401016,0.02358490566037736,0.048433179723502306
137.0,0.9745547073791349,0.02364066193853428,0.04847575057736721
138.0,0.9744897959183674,0.023696682464454975,0.048518518518518516
139.0,0.9744245524296675,0.023752969121140142,0.0485614849187935
140.0,0.9743589743589743,0.023809523809523808,0.048604651162790696
141.0,0.974293059125964,0.02386634844868735,0.04864801864801865
142.0,0.9742268041237113,0.023923444976076555,0.04869158878504673
143.0,0.9741602067183462,0.023980815347721823,0.04873536299765808
144.0,0.9740932642487047,0.02403846153846154,0.048779342723004694
145.0,0.974025974025974,0.024096385542168676,0.0488235294117647
146.0,0.9739583333333334,0.024154589371980676,0.04886792452830188
147.0,0.9738903394255874,0.024213075060532687,0.04891252955082742
148.0,0.9738219895287958,0.024271844660194174,0.04895734597156398
149.0,0.973753280839895,0.024330900243309004,0.049002375296912114
150.0,0.9736842105263158,0.024390243902439025,0.04904761904761905
151.0,0.9736147757255936,0.02444987775061125,0.04909307875894988
152.0,0.9735449735449735,0.024509803921568627,0.049138755980861246
153.0,0.9734748010610079,0.02457002457002457,0.049184652278177456
154.0,0.973404255319149,0.024630541871921183,0.04923076923076923
155.0,0.9733333333333334,0.024691358024691357,0.04927710843373494
156.0,0.9732620320855615,0.024752475247524754,0.04932367149758454
157.0,0.9731903485254692,0.02481389578163772,0.04937046004842615
158.0,0.9731182795698925,0.024875621890547265,0.04941747572815534
159.0,0.9730458221024259,0.02493765586034913,0.049464720194647205
160.0,0.972972972972973,0.025,0.04951219512195122
161.0,0.9728997289972899,0.02506265664160401,0.049559902200488996
162.0,0.9728260869565217,0.02512562814070352,0.0496078431372549
163.0,0.9727520435967303,0.02518891687657431,0.04965601965601965
164.0,0.9726775956284153,0.025252525252525252,0.04970443349753695
165.0,0.9726027397260274,0.02531645569620253,0.04975308641975308
166.0,0.9725274725274725,0.025380710659898477,0.049801980198019805
167.0,0.9724517906336088,0.02544529262086514,0.04985111662531017
168.0,0.9723756906077348,0.025510204081632654,0.04990049751243781
169.0,0.9722991689750693,0.02557544757033248,0.0499501246882793
170.0,0.9722222222222222,0.02564102564102564,0.05
171.0,0.9721448467966574,0.02570694087403599,0.050050125313283206
172.0,0.9720670391061452,0.02577319587628866,0.05010050251256282
173.0,0.9719887955182073,0.025839793281653745,0.050151133501259444
174.0,0.9719101123595506,0.025906735751295335,0.050202020202020206
175.0,0.971830985915493,0.025974025974025976,0.05025316455696202
176.0,0.9717514124293786,0.026041666666666668,0.05030456852791878
177.0,0.971671388101983,0.02610966057441253,0.05035623409669211
178.0,0.9715909090909091,0.02617801047120419,0.050408163265306116
179.0,0.9715099715099715,0.026246719160104987,0.05046035805626599
180.0,0.9714285714285714,0.02631578947368421,0.05051282051282051
181.0,0.9713467048710601,0.026385224274406333,0.050565552699228786
182.0,0.9712643678160919,0.026455026455026454,0.05061855670103092
